Customer ID,segment,clv,clv_tier,churn_probability,churn_risk,action,channel,offer,priority,recommended_contact_days
18204,General Customers,2284.7536176069743,High,0.2656143927401954,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,24
15089,General Customers,2275.1893812347034,High,0.4066752235090416,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,12
12610,General Customers,2249.179234810112,High,0.3113708907278065,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,12
12488,General Customers,2245.6515202734954,High,0.2507236414971809,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,13
14511,General Customers,2233.712711890071,High,0.44784239020435623,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,15
17073,General Customers,2220.46737068432,High,0.3282906870560899,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,14
14937,General Customers,2212.075351858807,High,0.3066754885067213,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,15
18167,General Customers,2185.1080189889526,High,0.2832205916577305,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,16
13860,General Customers,2184.273583068111,High,0.27620753115576024,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,10
12572,General Customers,2171.5134764005984,High,0.40122782513558986,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,13
17653,General Customers,2163.303934944542,High,0.3241605169051562,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,12
16102,General Customers,2149.074147067953,High,0.42421659000372,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,17
14116,General Customers,2134.045559455373,High,0.40454089239316743,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,12
13159,General Customers,2117.927366920304,High,0.3979717398193236,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,16
14019,General Customers,2112.1636142250804,High,0.4079607372245873,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,18
15763,General Customers,2013.714217202203,High,0.40356944253083477,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,14
13040,General Customers,1972.126099937902,High,0.2995000234226847,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,7
16464,General Customers,1878.0453318411603,High,0.33621194609266924,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,24
15136,General Customers,1861.8219537781486,High,0.37092164490135976,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,14
14383,General Customers,1849.483048361403,High,0.33038968844263583,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,25
16762,General Customers,1810.1917567359328,High,0.3284654688035044,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,25
13517,General Customers,1740.7599315959374,High,0.2574617488402318,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,24
13066,General Customers,1665.4249424347627,High,0.3134305485120084,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,2
12794,General Customers,1657.5378824177492,High,0.31679565915529084,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,14
15568,General Customers,1637.777616515434,High,0.29024592761377915,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,14
14305,General Customers,1624.8024206576492,High,0.2689029190275774,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,13
12642,General Customers,1581.665886289657,High,0.33507345336721445,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,16
13914,General Customers,1570.0578838737115,High,0.2887957108263538,Medium,Engagement / category promotion,Email,Seasonal category promotion,4,7
13940,General Customers,1171.5187795215547,Medium,0.5226368284646566,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,19
15088,General Customers,1165.508967207141,Medium,0.5946192485915505,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,14
15618,General Customers,1164.626440326354,Medium,0.5253402845952627,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,15
17564,General Customers,980.0904167928405,Medium,0.532626805713153,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,11
13954,General Customers,846.5641738423441,Medium,0.5163518205876629,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,21
18232,General Customers,698.595783080975,Medium,0.507912218666643,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,17
16968,General Customers,589.0039571880719,Medium,0.6144658312256194,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,31
17573,General Customers,564.1370213830305,Medium,0.5041965616094816,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,13
16313,General Customers,525.254289367356,Medium,0.5728714724048057,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,14
15949,General Customers,515.9805329577242,Medium,0.6135897790164604,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,16
18081,General Customers,503.4119180098007,Medium,0.5014786658083492,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,19
12981,General Customers,503.1496230343997,Medium,0.6678079888134979,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,31
15522,General Customers,493.4080956884868,Medium,0.5461487286296391,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,16
16557,General Customers,484.3769086340161,Medium,0.5457469316318683,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,34
13272,General Customers,477.12539621230695,Medium,0.598999340522126,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,17
12930,General Customers,428.09486526588665,Medium,0.5747788405411834,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,28
13960,General Customers,419.1898915109615,Medium,0.6683170143179918,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,15
16653,General Customers,394.2426298577066,Medium,0.553360472915994,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,16
12832,General Customers,389.339367440337,Medium,0.6271849223129621,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,20
12895,General Customers,379.60166155615883,Medium,0.5700102778687145,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,13
17456,General Customers,376.4305178685043,Medium,0.5767539073761553,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,27
16957,General Customers,349.98463067322865,Medium,0.5410548265594176,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,13
18261,General Customers,342.4004096919913,Medium,0.5826037854058712,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,16
13930,General Customers,341.89107979064215,Medium,0.6776612132753805,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,23
16067,General Customers,341.78392066427307,Medium,0.6038604474179663,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,22
12962,General Customers,309.1627724388335,Medium,0.5568463357922755,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,32
17020,General Customers,298.0583955907362,Medium,0.5203762408267816,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,31
12711,General Customers,287.2177554179339,Medium,0.6259283986331945,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,20
16091,General Customers,280.2647909102104,Medium,0.5843011846866962,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,13
16189,General Customers,278.9003209345701,Medium,0.6758608479061436,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,21
13543,General Customers,274.82715777383277,Medium,0.6038247020895905,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,16
17795,General Customers,272.6970013985225,Medium,0.6025513590538971,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,26
15840,General Customers,264.95012882788905,Medium,0.646065577709565,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,34
17094,General Customers,261.9607363386628,Medium,0.6187183662622993,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,30
13529,General Customers,255.618826284702,Medium,0.5602488151368891,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,38
14831,General Customers,247.9717170186456,Medium,0.5487849263212008,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,11
14620,General Customers,237.21512837709076,Medium,0.5861229305890181,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,23
13718,General Customers,221.94433489226364,Medium,0.5908323233663657,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,15
14517,General Customers,220.24002986899148,Medium,0.6114566475595767,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,32
18271,General Customers,209.89779880666742,Medium,0.5840262714483527,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,36
17032,General Customers,206.59195719556556,Medium,0.6219855747559271,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,14
16798,General Customers,199.73245491198685,Medium,0.533540659715719,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,35
13837,General Customers,199.39728824675893,Medium,0.5173265294628915,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,32
13042,General Customers,198.38031375785408,Medium,0.5454477224337798,High,Priority retention intervention,Email + SMS + Personal outreach,High-value personalised retention offer,4,27
12905,General Customers,191.57627715450087,Low,0.5670550068283855,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,32
15346,General Customers,187.88809114273587,Low,0.5541778124775466,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,20
13459,General Customers,181.67014142937742,Low,0.6486277933561048,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,17
12533,General Customers,178.2489521520873,Low,0.6438429841354222,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,33
18275,General Customers,176.0401433836063,Low,0.5494308336430542,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,46
17300,General Customers,171.04678109524355,Low,0.6802456285932416,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,27
14242,General Customers,170.9951938633244,Low,0.6218339053866783,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,27
14162,General Customers,161.71884223764582,Low,0.5925335332056613,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,35
13407,General Customers,159.93897341581302,Low,0.5460103059165421,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,17
15711,General Customers,153.9168707705416,Low,0.6375102121553552,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,38
17529,General Customers,152.93028847129352,Low,0.5991809668679283,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,26
16217,General Customers,151.17723551032805,Low,0.6049802242928983,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,14
13033,General Customers,150.35382042908054,Low,0.686057273011278,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,22
17699,General Customers,145.9337693881748,Low,0.574494215043826,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,25
16132,General Customers,145.2729965252322,Low,0.5773977618691568,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,25
17781,General Customers,142.28283476402865,Low,0.5546103347027566,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,28
15519,General Customers,141.44545757238654,Low,0.6728456482442311,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,19
16489,General Customers,137.80851892140214,Low,0.5271340363352421,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,16
15126,General Customers,134.9085423992032,Low,0.5784299915397729,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,45
14771,General Customers,129.03157062706413,Low,0.5432136077190691,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,34
16437,General Customers,128.58847745957772,Low,0.5625852102708765,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,14
17477,General Customers,127.4389970538702,Low,0.6086203190520122,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,10
17610,General Customers,126.81073051640647,Low,0.5160743005473797,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,23
17393,General Customers,126.58897647509136,Low,0.5548293042986603,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,23
15771,General Customers,122.63969765219942,Low,0.517195788998254,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,18
15894,General Customers,120.35805039157857,Low,0.6346348164720731,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,34
17825,General Customers,119.48459973959,Low,0.5744392216228653,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,19
13747,General Customers,116.36156241646815,Low,0.5585426111226687,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,15
13909,General Customers,114.7132357260897,Low,0.6152216222172286,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,29
16632,General Customers,114.49125896269794,Low,0.5932255608801563,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,28
13226,General Customers,114.22031365439572,Low,0.5993501958073592,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,36
15278,General Customers,113.17976263646345,Low,0.6073471138409168,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,15
13432,General Customers,112.82932224359334,Low,0.5342004487863072,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,12
13581,General Customers,112.36453443750335,Low,0.6098003133428207,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,31
17689,General Customers,111.75457648645373,Low,0.6152876946138957,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,26
13698,General Customers,111.40876615135465,Low,0.6131461651662119,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,26
16585,General Customers,110.64744271621024,Low,0.6930942555943271,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,30
13039,General Customers,102.54588722776909,Low,0.5011825054354706,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,21
13287,General Customers,101.92661382375098,Low,0.543099943637519,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,20
14358,General Customers,100.73852379456338,Low,0.5446171490965003,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,11
16757,General Customers,100.29933889186616,Low,0.6158457441021982,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,27
12677,General Customers,100.26931364409583,Low,0.7089539155325647,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,33
13144,General Customers,99.4894451488681,Low,0.6007478666703012,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,29
14363,General Customers,98.95569195038287,Low,0.6185723697025174,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,15
13861,General Customers,97.31181493282806,Low,0.534804345733564,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,30
14826,General Customers,96.37441588954138,Low,0.6733405446609227,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,34
14183,General Customers,94.55171661030136,Low,0.597735861702552,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,21
13997,General Customers,94.24683447483562,Low,0.6049581669298103,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,6
13703,General Customers,94.03015688775515,Low,0.6304575293687934,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,29
14253,General Customers,92.32128932622335,Low,0.5180879749014166,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,39
13964,General Customers,91.9100684382461,Low,0.5343991450623016,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,13
14556,General Customers,91.5522476814673,Low,0.5483553616051386,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,18
14471,General Customers,90.89126235986166,Low,0.6389143989446079,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,42
15936,General Customers,86.69783576008236,Low,0.5968571724605877,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,26
16390,General Customers,85.4103018646479,Low,0.5454827446211427,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,28
16089,General Customers,84.34952445341725,Low,0.5508101810473156,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,37
16862,General Customers,82.33916644297592,Low,0.5076943285620674,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,23
13020,General Customers,81.34552919016309,Low,0.5530656805445059,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,29
15682,General Customers,80.91909536536845,Low,0.6680286651891539,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,26
14166,General Customers,80.36516135888841,Low,0.6155985169497079,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,36
17292,General Customers,79.69383811397708,Low,0.5630157859391445,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,32
16373,General Customers,77.09232996448112,Low,0.5054783555552937,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,9
13129,General Customers,77.08412846914202,Low,0.6694588073184575,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,23
14779,General Customers,75.8050438366927,Low,0.5350929544896349,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,9
17184,General Customers,75.39869680801912,Low,0.5395442990688085,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,48
15323,General Customers,74.64947706075944,Low,0.6923675949978361,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,20
15139,General Customers,74.38640777742498,Low,0.5585299194164237,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,29
16606,General Customers,74.2489037398271,Low,0.5081207630249455,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,9
16538,General Customers,73.95755934326506,Low,0.6697487999283862,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,11
14369,General Customers,73.89763273987484,Low,0.5328093486843247,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,6
15459,General Customers,73.24107008736108,Low,0.6083033253166753,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,24
15378,General Customers,71.89928512881487,Low,0.5459130017630145,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,12
16234,General Customers,71.3689740532762,Low,0.5506144858834034,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,17
17113,General Customers,69.09659691000458,Low,0.5465999151483426,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,12
14283,General Customers,67.81208602267017,Low,0.5287020901418085,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,16
13619,General Customers,66.34379416869464,Low,0.6597781769616183,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,39
13250,General Customers,65.24751480836082,Low,0.5759467666863658,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,12
15662,General Customers,63.24452026685972,Low,0.6734795000856187,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,23
18134,General Customers,63.19563415913607,Low,0.648882302971614,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,29
15878,General Customers,62.82607064860474,Low,0.5216713142607152,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,51
14671,General Customers,61.823142611666015,Low,0.5832980577460706,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,5
17285,General Customers,61.64414531577395,Low,0.6196981762442142,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,10
17577,General Customers,60.937971598784294,Low,0.5779000946546401,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,7
17539,General Customers,60.842359152574275,Low,0.5623574848668947,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,16
13676,General Customers,57.61123272251113,Low,0.704060137656393,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,24
13834,General Customers,57.005096289621605,Low,0.6983399851399791,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,28
15401,General Customers,54.831039322377755,Low,0.5782913364186739,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,35
16296,General Customers,54.48764055062452,Low,0.5087783136449169,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,14
13616,General Customers,53.889407912298815,Low,0.654660284983823,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,37
14069,General Customers,52.49143330242807,Low,0.7170158696315957,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,14
15715,General Customers,51.67275328749817,Low,0.5784621360297004,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,8
16452,General Customers,50.85805058789244,Low,0.6826753816731558,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,19
17845,General Customers,49.587406750711104,Low,0.5408445936065084,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,3
13825,General Customers,49.554438480351294,Low,0.6960198919854483,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,32
15309,General Customers,49.34254902963896,Low,0.5511986120417556,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,19
16487,General Customers,49.23880646696076,Low,0.7490229896267229,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,24
14990,General Customers,47.9209067571638,Low,0.6413003887421739,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,35
15086,General Customers,47.82196126028937,Low,0.7292875183293277,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,18
13164,General Customers,47.45964130932469,Low,0.6519014916695918,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,29
14558,General Customers,46.393326114471456,Low,0.531159824451429,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,15
12634,General Customers,44.183958470078124,Low,0.5357250643563105,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,4
13641,General Customers,42.14029724684675,Low,0.631529596035857,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,11
17209,General Customers,41.612480783478304,Low,0.5869439451291741,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,17
15943,General Customers,40.106649725289806,Low,0.5770576809469178,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,8
13234,General Customers,39.040885101243155,Low,0.597736626709786,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,18
12549,General Customers,38.55406782031187,Low,0.5707910295913204,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,12
16335,General Customers,38.012685021587764,Low,0.5500505855822873,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,16
14486,General Customers,37.91037001079706,Low,0.5579574840544316,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,12
15779,General Customers,36.87121586160969,Low,0.6907657181260295,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,21
15591,General Customers,36.35105029988328,Low,0.6662945107024866,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,18
16604,General Customers,35.884988880616504,Low,0.6741017176844069,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,2
16911,General Customers,33.230613135492376,Low,0.639219753274169,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,8
13051,General Customers,31.91300802653163,Low,0.6288308590120176,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,12
17484,General Customers,31.619458542095956,Low,0.7308316929486426,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,14
12663,General Customers,30.14016311400854,Low,0.6563642794667759,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,13
13442,General Customers,26.686809926429607,Low,0.6931899394749049,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,14
14876,General Customers,26.271688000080264,Low,0.6259647430079388,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,12
14519,General Customers,24.531340734998903,Low,0.7603381565395979,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,14
14172,General Customers,23.46290721818685,Low,0.7009937714284998,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,7
12439,General Customers,23.276742492569156,Low,0.6150344461730594,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,13
17662,General Customers,22.241351883001187,Low,0.6389338757571559,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,18
14751,General Customers,19.033664656030385,Low,0.7461920437639185,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,12
16273,General Customers,17.915070795695456,Low,0.6284885251931381,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,2
16436,General Customers,17.313511027082196,Low,0.6946584975022964,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,13
16840,General Customers,16.400313679367397,Low,0.7443572066844077,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,21
17810,General Customers,15.919363945527593,Low,0.5400736332183639,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,4
17563,General Customers,14.43861316505955,Low,0.6035826454473585,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,10
13457,General Customers,12.842445832516942,Low,0.7537626264904597,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,14
12932,General Customers,7.1948937268568605,Low,0.5458089704233362,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,10
12350,Lost Customers,0.0,Low,0.7701144792906425,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,30
12351,Lost Customers,0.0,Low,0.7675643185262618,High,Low-cost automated reactivation,Email,Single automated discount email (budget-capped),4,30
